budget,popularity,revenue,runtime,tagline,title,vote_average,vote_count
3600000,35.674774,5923044,84,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,7.6,742
0,3.115754,0,81,Too cool for words.,Pootie Tang,5.4,43
1000000,20.466433,0,86,Enough said!,Sharknado,3.8,476
0,0.015597,0,105,The spirit of a people can never be conquered.,The Other Conquest,5.4,4
3500000,12.982319,4159678,103,You believe it when you see it!,Troll Hunter,6.7,583
0,0.595136,0,104,"First comes love, then comes marriage, then comes therapy.",Ira & Abby,5.8,9
3500000,3.643608,113783,98,Sometimes you go looking for something you want. . . and find what you need.,Winter Passing,6.7,28
3500000,6.396936,0,91,Evil is so totally busted!,D.E.B.S.,5.6,90
0,0.909067,0,111,,The Masked Saint,2.9,7
3500000,1.348114,0,98,What she doesn't know could kill her.,The Betrayed,5.2,10
0,0.964802,0,104,"In life only two things are certain, death and taxes.",Taxman,2,1
0,0.042346,0,200,,The Secret,0,0
3500000,1.271621,0,96,Killers Are Not Born ... They Are Made,2:13,4.6,10
3500000,25.891466,0,78,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,"Batman: The Dark Knight Returns, Part 2",7.9,419
3500000,1.618138,0,100,Climate change for good.,Time to Choose,0,0
3500000,4.304341,0,85,,In the Name of the King III,3.3,19
3500000,3.158056,0,92,The Ultimate Endgame,Wicked Blood,5.3,37
0,3.230779,0,86,Revenge comes at a price.,Stranded,5,11
3440000,1.913302,0,90,"In this city, crime is a family business.",Lords of London,3.6,6
3400000,5.690619,31063038,94,The Master of Comedy takes on The Master of Suspense!,High Anxiety,6.5,84
8000000,17.537154,127392239,80,"In the harshest place on Earth, love finds a way.",March of the Penguins,6.9,358
3500000,26.259389,19504039,107,Be first. Be smarter. Or cheat.,Margin Call,6.7,524
0,1.419431,0,100,,August,6.2,15
3000000,11.637458,3830137,92,From the author of Fight Club,Choke,6,127
3300000,192.528841,13092000,105,The road to greatness can take you to the edge.,Whiplash,8.3,4254
3300000,44.356711,30641770,130,"If you run you're dead... if you stay, you're dead again. Period.",City of God,8.1,1814
600000,4.859873,4000000,99,The Weekend has Landed!,Human Traffic,6.8,97
3400000,6.723057,0,118,Based on the True Story that started a Global Movement.,To Write Love on Her Arms,6.8,47
0,3.069605,0,85,One life ends. Seven others begin.,The Dead Girl,6.4,66
3800000,21.826888,16800000,115,The lie is spreading.,The Hunt,7.9,927
0,15.128316,19294144,94,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",A Christmas Story,7.4,344
0,1.814802,0,91,One person can change your life forever,Bella,6.7,37
4300000,5.643023,0,98,Class of 1984. Is this the future?,Class of 1984,6.2,66
3300000,2.964785,45000,96,"A battle of the sexes, winner takes all.",The Opposite Sex,4.1,9
2000000,0.11615,7,92,,Dreaming of Joseph Lees,8,1
0,13.437038,28814580,128,The dynamics of a multicultural class and its teacher will enlighten.,The Class,6.8,174
3200000,26.180367,33395426,136,Pray for Rosemary's Baby,Rosemary's Baby,7.5,863
3200000,11.735287,8000000,123,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,The Man Who Shot Liberty Valance,7.4,265
0,8.308442,2277396,99,A story about two strangers. One a little stranger than the other...,Adam,6.9,150
0,3.027892,0,101,"Based on 10,000 true stories.",Maria Full of Grace,6.9,101
3200000,11.933449,5332926,105,This is what love feels like.,Beginners,6.8,347
0,8.825113,658573,95,,Feast,6.1,160
2700000,17.332585,141000000,109,It was the Deltas against the rules... the rules lost!,Animal House,7,418
2500000,47.812466,124881062,110,Everything he touches turns into excitement!,Goldfinger,7.2,987
2400000,11.753553,0,110,What If You Could Feel Like They Do ...,Antiviral,5.7,112
3180000,42.868495,9644124,130,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8,1076
4000000,63.513324,16491080,93,Choose life.,Trainspotting,7.8,2655
0,1.918959,0,115,We Got Jokes,The Original Kings of Comedy,6.3,15
3000000,22.789649,177512032,91,In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,5.7,722
0,5.735912,0,91,How far would you go to win a fortune!,Waking Ned,7.4,54
4000000,11.414843,35564473,120,One nation under the gun.,Bowling for Columbine,7.3,453
0,6.017273,0,111,,Coming Home,6.9,49
3000000,21.607228,29999213,87,Someone is coming back to Elm Street!,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361
3000000,7.961559,20966644,117,,A Room with a View,6.9,156
3000000,54.403033,89328627,86,"One night a year, all crime is legal.",The Purge,6,2428
3000000,41.045084,77712439,110,"Once you see him, nothing can save you.",Sinister,6.7,1573
3000000,0.295226,19184015,113,,Martin Lawrence Live: Runteldat,5,1
3000000,16.553594,17570324,108,Just one pillow on her bed ... and just one desire in her heart!,Cat on a Hot Tin Roof,7.6,165
3000000,24.393296,18999718,95,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,Beneath the Planet of the Apes,6.2,361
3000000,11.241802,23144499,98,He Sits. He Stays. He Shoots. He Scores.,Air Bud,5.3,106
16000000,9.18885,68411275,93,Pokémon: Spell of the Unknown,Pokémon: Spell of the Unknown,5.9,137
3000000,11.158167,19472057,86,Kill or be killed!,Friday the 13th Part VI: Jason Lives,5.7,216
3000000,23.109959,33300000,161,It spans a whole new world of entertainment!,The Bridge on the River Kwai,7.7,542
3000000,1.586598,15369573,100,,Spaced Invaders,4.7,25
2000000,3.832858,7900000,121,There’s no body in the family plot.,Family Plot,6.7,86
3000000,22.889294,25000000,125,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",The Apartment,8.1,483
3000000,10.341982,15938065,87,Evil has finally found a home.,Jason Goes to Hell: The Final Friday,4.2,193
3000000,7.924982,13000000,128,It tears you apart with suspense!,Torn Curtain,6.4,120
3000000,1.697846,11718595,100,,Dave Chappelle's Block Party,6.4,28
0,14.936661,229094,84,Wanted Dead or Dead,Slow West,6.6,367
3000000,0.720091,0,97,It's chillin'!,Krush Groove,7,11
0,2.747402,0,84,,Next Day Air,5.3,36
3000000,6.734965,10400000,146,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...,Elmer Gantry,7.3,41
3000000,13.338539,10000000,186,The event the world will never forget,Judgment at Nuremberg,7.6,155
0,0.185373,9016377,94,He's a legend in his own mind.,Trippin',4.5,4
3000000,5.344815,9012000,133,Big as the men who faced this challenge! Bold as the women who loved them!,Red River,7.3,82
0,0.982624,0,99,,Phat Girlz,3.7,10
3000000,23.299907,11176469,108,Everything's better with maturity.,Before Midnight,7.4,568
0,4.103764,0,95,High school was easy. But college is a whole different ANIMAL.,Teen Wolf Too,3.8,46
3000000,5.003615,7282851,97,The ball is back!,Phantasm II,6.3,94
3000000,0.019984,6804016,94,,Woman Thou Art Loosed,5,3
0,1.026243,0,86,,Real Women Have Curves,5.8,19
0,2.787375,10422387,115,,Water,6.8,34
3800000,3.667372,28200000,97,"A comedy of families, a chip shop... and a very randy dog.",East Is East,6.5,59
3000000,2.144354,0,82,Never underestimate the power of a woman.,Whipped,3.1,11
3000000,3.937939,4109095,117,,Kama Sutra - A Tale of Love,5.7,35
3000000,5.325156,0,90,,Please Give,6,57
3000000,23.981601,4000000,100,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,7.4,798
0,3.107149,0,98,,Warlock: The Armageddon,5.2,38
0,5.016607,0,95,A mindless comedy.,8 Heads in a Duffel Bag,5.4,39
0,13.857194,0,94,Your eyes... Your ears... Your senses... will be overwhelmed.,Days of Heaven,7.6,234
0,6.997495,0,104,Ask yourself if you're really happy.,Thirteen Conversations About One Thing,6.4,25
3000000,4.337685,3076820,87,Suck it and see...,Jawbreaker,5.9,90
2962051,3.636634,3011195,108,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",Basquiat,6.6,94
0,15.492257,4069826,86,,Frances Ha,7.2,345
3000000,2.504169,9879971,94,In this world... Redemption comes just once.,Tsotsi,6.9,94
3000000,10.757539,2807390,139,Finding happiness can be a tragic comedy.,Happiness,7.4,194
0,1.580027,0,89,,DysFunktional Family,6.1,4
2800000,15.754614,1826705,102,Let me tell you a story...,Tusk,5.1,366
3000000,56.76349,14980005,120,"15 years of imprisonment, five days of vengeance",Oldboy,8,1945
0,3.644872,0,110,,Letters to God,6.5,37
3000000,16.900433,748453,86,"Delivering justice, one shell at a time...",Hobo with a Shotgun,5.7,211
3000000,1.569246,0,101,,Compadres,5.2,17
3000000,4.682881,0,110,Her life is no fairy tale.,Freeway,6.5,95
0,1.128559,0,87,,Love's Abiding Joy,5.8,12
3000000,12.68672,2357852,123,"Live, love and give as good as you get.",Fish Tank,6.9,250
0,3.750338,0,99,"For these girls... it's not what you learn, it's whom you educate.",Damsels in Distress,5.6,67
0,2.857848,0,176,Death from the depths,Creature,4,21
3000000,20.95282,11947954,87,Old habits party hard.,Bachelorette,5.3,444
0,0.18094,0,120,,Brave New Girl,3.7,3
0,1.75311,0,94,,Tim and Eric's Billion Dollar Movie,5.2,34
2700000,3.120747,0,98,,Summer Storm,6.7,59
0,0.384496,0,0,,Fort McCoy,6.3,2
0,2.504156,0,96,"If you don't forward it, you die.",Chain Letter,3.9,37
3000000,0.431332,0,97,A voyeuristic coming-of-age comedy.,Just Looking,5.8,5
3000000,11.882563,22000,112,The lucky ones died in the blast,The Divide,5.7,197
0,9.342465,0,88,If there is life after death - love lives on,The Eclipse,6.1,15
3000000,12.564554,3387000,83,Every House Has It's Secrets,Demonic,4.9,148
0,0.68822,0,80,The lowbrow comedy for the highbrow crowd.,My Big Fat Independent Movie,3,5
0,0.194848,0,90,,The Deported,0,0
0,2.015525,0,96,,Tanner Hall,5.4,32
3000000,2.680629,0,85,,Open Road,5.2,18
0,12.036888,0,84,He came...She came...They both came,They Came Together,5.3,171
0,1.737032,0,80,Based on true events... that may not have happened,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28
3000000,9.249229,0,90,,Never Back Down 2: The Beatdown,5.8,136
2500000,5.164423,3200000,92,There are two kinds of people in his up-tight world: his victims and his women. And sometimes you can't tell them apart.,Point Blank,7.1,95
3,0.008263,0,100,Comedy,Four Single Fathers,0,0
0,1.998826,0,88,,Enter the Dangerous Mind,4.8,14
3000000,1.968679,0,95,,Something Wicked,4.6,16
3000000,1.141463,0,79,72 Hours On The Clock. Starting Now...,AWOL-72,2.8,10
0,0.214704,0,88,,Iguana,6,1
3200000,1.034844,0,95,The glory days are back,Chicago Overcoat,6.1,5
0,1.975941,0,95,A comedy that hits you right where it counts.,Barry Munday,6.3,22
2900000,5.928937,5596708,113,He was looking for the father he never knew. She was looking for a second chance.,Central Station,7.6,126
2900000,3.370225,5000000,136,You have to see it to believe it!,Pocketful of Miracles,7.3,25
0,5.485217,0,80,Colton MacReady...is coming home.,Close Range,4.9,54
0,0.18887,0,105,,Boynton Beach Club,6.8,3
3000000,3.077885,0,90,What he can't remember is killing him.,Amnesiac,4.1,52
3000000,1.781462,103735,93,Things you always thought you knew but didn't,Freakonomics,6.6,36
0,4.952983,0,91,Hearts will bleed.,High Tension,6.6,271
2902660,1.35088,0,93,"He's a dreamer, stuck in the real world.",Griff the Invisible,6.1,34
0,0.687656,0,89,Some things were never meant to be.,Unnatural,4.3,12
8000000,6.39503,23563727,116,The music will inspire them. The dream will unite them. This summer get crunk.,Hustle & Flow,6.9,99
2883848,39.30982,25000000,122,The movie too HOT for words!,Some Like It Hot,8,808
2800000,9.070842,19170001,88,"Jason is back, but this time someone's waiting!",Friday the 13th Part VII: The New Blood,5.3,192
2777000,67.417542,33754967,102,"We're off to see the Wizard, the wonderful Wizard of Oz!",The Wizard of Oz,7.4,1642
2800000,36.444894,86273333,106,The scariest comedy of all time!,Young Frankenstein,7.7,854
2000000,15.351412,5364858,95,Where will you be when the end begins?,Diary of the Dead,5.4,190
0,2.436019,0,144,They're back... and they're not alone!,Lage Raho Munna Bhai,7.6,44
0,0.93392,0,112,,Ulee's Gold,6.5,19
2700000,11.35972,37799643,118,"From the moment he first saw the stallion, he knew it would either destroy him, or carry him where no one had ever been before…",The Black Stallion,7,59
0,0.296981,0,0,,Sardaarji,9.5,2
0,1.776624,0,90,,Journey to Saturn,4.9,10
2686000,1.897263,6600000,109,Gangway...For This Years BIG Adventure!,Donovan's Reef,6,30
0,0.144031,0,103,,The Dress,7,3
2627000,0.531444,5363000,120,A GUY - A GAL - A PAL - It's Swell!,A Guy Named Joe,6,8
2600000,22.793929,119500000,93,Never give a saga an even break!,Blazing Saddles,7.2,609
2600000,14.013414,32980880,91,"Jason's Back, and this is the one you've been screaming for.",Friday the 13th: The Final Chapter,5.9,237
2159280,13.265432,10700000,80,,Ida,7.1,260
0,11.552247,0,134,,Maurice,7.1,61
0,1.73892,0,86,No Gut... No Glory.,Beer League,5.3,22
2600000,0.895946,3166000,105,,Riding Giants,7.6,23
2600000,19.02965,553198,92,A trip back in time from the present to...,Timecrimes,7,308
0,0.406645,0,99,,Silver Medalist,7.4,13
2600000,3.687574,0,97,,Timber Falls,5.2,38
2540800,36.556954,7200000,103,What a Glorious Feeling!,Singin' in the Rain,7.8,727
0,0.545825,0,97,"FAT, SICK & NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health.","Fat, Sick & Nearly Dead",7.1,47
2500000,18.661541,60141683,86,This $*%! ain't paranormal.,A Haunted House,5.4,516
2500000,0.973582,33400000,87,"Love Him, Hate Him, You Don't Know Him",2016: Obama's America,4.6,19
0,14.885388,34585416,108,In every life there comes a time when that dream you dream becomes that thing you do.,That Thing You Do!,6.8,225
2500000,12.030456,14400000,98,...and now the earth will run with blood again!,Halloween III: Season of the Witch,5,229
2500000,18.30961,12348905,98,Meet baby Milo who has Washington terrified.,Escape from the Planet of the Apes,6.3,264
2500000,6.82919,10000000,112,The man with the barbed-wire soul.,Hud,7.5,66
0,9.799357,32230907,74,Witness the rise of a legend,Kevin Hart: Let Me Explain,7.1,95
2500000,10.363642,0,104,"It's not where you go, it's how you get there.",My Own Private Idaho,7.1,212
2500000,30.583959,26781723,102,,Garden State,7.1,618
2500000,23.672571,5535405,105,Can the greatest romance of your life last only one night?,Before Sunrise,7.7,959
0,0.205034,0,100,,Evil Words,6.9,8
0,5.581743,0,107,,Jesus' Son,6.7,22
0,2.487255,0,91,"A romantic comedy about right, wrong and everything in between.",Saving Face,6.8,32
0,0.262135,0,102,,Brick Lane,5.2,15
2500000,23.419061,3325038,85,Friendship doesn't have an off switch,Robot & Frank,6.8,450
0,7.958831,9726954,106,,My Life Without Me,7.2,77
2500000,25.722747,6854611,95,From the Writers of (500) Days of Summer,The Spectacular Now,6.8,1048
0,9.774126,0,101,Heaven help us.,Religulous,7.2,197
0,0.197469,0,90,,Fuel,7,3
0,0.142255,0,100,The roar of the mob drowned out the truth.,Valley of the Heart's Delight,7,1
2500000,0.301884,71904,100,She found her voice in the ocean... And within herself.,Eye of the Dolphin,7.1,7
0,0.424957,0,80,Equality for some.,8: The Mormon Proposition,5.5,6
14000000,3.393648,0,106,,The Other End of the Line,6.1,50
0,5.025938,0,103,Some study. Some are studied.,Anatomy,6.1,61
2500000,4.624691,107559,90,Crossing the border just got easier. Plug into the new American dream.,Sleep Dealer,6,40
2500000,12.204569,324138,96,"Shut up, crime!",Super,6.6,441
0,0.630226,0,89,,Christmas Mail,5,15
2500000,4.270489,0,87,"Get inside, get away, just don't get stung",Stung,4.9,63
35000000,3.674294,0,94,,Antibirth,4.8,40
2400000,4.623059,5731103,120,"On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus.",Get on the Bus,7,11
0,1.946715,0,101,,Thr3e,4.8,21
30000000,27.940093,495303,84,"In the future, intelligence is extinct.",Idiocracy,6.3,664
2500000,1.759506,0,110,Brutal. Notorious. Legendary,The Rise of the Krays,4.5,19
2380000,8.395624,8176544,101,"Run with the crowd, stand alone, you decide.",This Is England,7.4,363
2500000,8.248149,0,101,Try to remain calm,U.F.O.,3.1,47
2361000,0.628051,6892000,101,M.G.M's Mammoth Technicolor Musical Spectacle!,Bathing Beauty,7,4
2450000,0.500753,0,105,,Go for It!,4.6,5
0,0.376662,565592,97,in the middle of nowhere they had everything,"Dancer, Texas Pop. 81",10,1
2300000,1.606314,11000000,107,It's NEW!,Show Boat,6.9,18
0,0.197264,0,91,,Redemption Road,4.7,6
0,5.759493,0,108,Pray for the Prey,The Calling,5.6,88
2000000,6.86302,0,90,Imagine if Your Toaster Went on a Journey of its Own!,The Brave Little Toaster,6.7,93
2280000,32.875469,83320000,124,The most sensational sound you'll ever see!,Fantasia,7.2,808
0,0.015295,0,90,She never knew it could happen to her...,8 Days,0,0
4000000,14.206525,36690067,95,There's nowhere to hide. We dare you to try.,Friday the 13th Part III,5.7,254
2200000,12.639469,21930418,92,A New Beginning to the first step in terror.,Friday the 13th: A New Beginning,5.1,196
0,2.371477,0,117,,The Last Sin Eater,6.2,11
0,2.470443,0,115,,Do You Believe?,6.6,48
0,1.532518,0,90,,Impact Point,5.7,5
2160000,0.1813,9132000,119,,The Valley of Decision,5.8,4
2300000,2.713171,0,97,Survive at any cost.,Eden,5.6,19
0,0.258413,0,90,,Chicken Tikka Masala,3.5,5
0,2.025701,0,90,Let your heart sing,There's Always Woodstock,5.4,12
0,2.659804,0,85,...I used to be a plumber,Jack Brooks: Monster Slayer,5.7,59
2100000,8.38717,23650000,172,Three wonderful loves in the best picture of the year!,The Best Years of Our Lives,7.6,143
0,6.677093,480811,113,It's 4 a.m... do you know where your kids are?,Bully,6.7,125
0,2.526356,0,89,,Elling,7,51
2100000,0.039007,3330,126,,Mi America,0,0
1500000,31.691617,30448000,78,One witness. One camera,[REC],7.1,934
0,0.47909,0,88,,Lies in Plain Sight,4.5,4
0,0.027801,0,0,,Sharkskin,0,0
0,2.122451,0,77,No water. No power. No explanation. No escape.,Containment,5.1,36
0,0.803761,0,81,"Fortunes will be made, lives will be lost.",The Timber,4.1,15
2000000,41.298723,78898765,115,The world's masters of murder pull out all the stops to destroy Agent 007!,From Russia with Love,6.9,760
0,1.791331,0,96,,The Toxic Avenger Part II,5.3,39
2000000,10.664202,18344729,89,Woody Allen takes a nostalgic look at the future.,Sleeper,7,200
2000000,100.876794,14674076,100,"It doesn't think, it doesn't feel, it doesn't give up",It Follows,6.6,1832
2000000,13.223111,18016290,88,,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215
2000000,22.139842,13129846,129,,To Kill a Mockingbird,8,657
2000000,37.117362,24600832,95,"When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,7.3,957
0,15.046612,0,102,He's got a secret weapon with a lot of kick.,The Legend of Drunken Master,7.2,242
2000000,15.557144,11540607,118,A true story about finding the courage to be yourself.,Boys Don't Cry,7.2,353
2000000,11.66632,13101672,85,"Experience 88 minutes of real fear, captured In real time",Silent House,5.2,125
2000000,34.938177,70000000,137,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",The Lives of Others,7.9,958
1000000,5.961119,34522221,129,Honor Begins at Home.,Courageous,6.8,77
2000000,17.639478,7600000,134,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,7.6,240
2000000,1.867004,9172000,119,Where Men Are Rough And Tough . . . And Like Their Women The Same Way !,Boom Town,6.5,8
8000000,13.944645,1477676,80,,The Triplets of Belleville,7.3,231
0,2.304552,0,89,,Smoke Signals,6.6,24
0,7.792851,6003587,101,Ordinary life is pretty complex stuff,American Splendor,7.1,120
2700000,14.799323,15992615,80,What if you had a second chance with the one that got away?,Before Sunset,7.6,718
2000000,23.281616,20908467,154,Love. Betrayal. Death.,Amores perros,7.6,521
2000000,20.331593,4601043,100,It's happening so fast.,Thirteen,6.7,339
2000000,5.381536,7800000,118,,Gentleman's Agreement,6.8,47
2000000,20.834883,13831503,100,Talking Just Causes Witnesses,Winter's Bone,6.8,565
0,14.045887,13885802,106,,Touching the Void,7.6,138
2000000,0.483974,4000000,106,An American Cavalcade!,Alexander's Ragtime Band,4.8,6
0,9.719094,0,90,,Me and You and Everyone We Know,7,107
2000000,16.930914,7871522,109,"The film that cost $20,000,000,000,000 to make.",Inside Job,7.7,286
6000000,28.819424,11122090,96,The world is yours.,We Are Your Friends,6.3,658
0,18.223139,0,116,All assassins live beyond the law … only one follows the code,Ghost Dog: The Way of the Samurai,7.2,298
2000000,12.999023,5967038,120,Take A Ride To The Edge,Harsh Times,6.3,197
2000000,6.728882,2801508,97,Faith. Redemption. Survival.,Captive,5.6,92
2000000,1.95686,2506446,96,Everybody Needs A Release,Full Frontal,4.8,26
0,7.151154,0,98,It's more than just a game.,Witchboard,5.9,58
2000000,14.846001,5179037,101,Open Your Mind. And Everything Else.,Shortbus,6.3,140
2000000,14.08251,11125849,90,,Waltz with Bashir,7.8,291
2000000,0.031947,1672730,120,"2600 years ago, one family began a remarkable journey and set the course for a latter-day faith. This is their story.","The Book of Mormon Movie, Volume 1: The Journey",5,2
2000000,2.283796,1431623,102,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,No End in Sight,7.2,23
2000000,18.224326,1477002,98,Some things are best kept secret.,The Diary of a Teenage Girl,6.8,279
2000000,3.43159,0,109,,In the Shadow of the Moon,7.6,31
0,4.749885,876302,104,The Road to Civilisation is Not Always Civilised,Meek's Cutoff,6.5,77
2000000,3.980072,653621,92,It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.,Inside Deep Throat,6.8,31
0,1.096355,0,99,,Dinner Rush,7.1,19
0,1.196943,0,96,,Clockwatchers,5.6,13
2000000,3.125382,563706,120,,The Virginity Hit,4.6,19
2000000,5.261065,390659,104,An underground story where lives intertwine,Subway,6.3,86
0,6.337735,0,97,,House of D,6.1,23
0,7.359286,0,94,Every rose has its thorns.,Teeth,5.2,210
2000000,1.892183,124494,91,Vegas Needs a New King.,Six-String Samurai,5.8,36
0,0.001186,0,0,,Hum To Mohabbat Karega,0,0
2000000,3.911445,120620,90,,It's All Gone Pete Tong,7.1,52
3800000,2.559806,111731,84,,Saint John of Las Vegas,5.9,18
0,0.744406,0,96,,24 7: Twenty Four Seven,6.3,10
13500000,5.16023,187674,129,Where Pride Began,Stonewall,5.2,32
7000000,0.253595,1100000,93,,Roadside Romeo,6.7,3
0,0.046868,0,100,,This Thing of Ours,5,1
0,2.952932,0,97,Finding it is only the beginning.,The Lost Medallion: The Adventures of Billy Stone,5.6,13
0,5.563068,0,94,There are two sides to every love story.,The Last Five Years,5.5,143
0,1.161034,0,95,John Rosow is a private investigator. And an alcoholic. He just got the case of his life.,The Missing Person,6.4,9
2000000,7.502934,54207,97,She's to die for.,Return of the Living Dead 3,5.9,88
0,5.350423,0,92,One young man's incredible journey of self-discovery,London,6.1,96
2000000,4.261509,622806,96,No one makes it alone.,Sherrybaby,6.3,41
0,6.752141,0,87,In here… everything gets you killed.,Circle,6,333
0,20.362373,3983997,91,"A weekend by the lake, with views to die for.",Eden Lake,6.7,406
0,5.099368,0,98,There's a fine line between love and obsession.,Plush,5.4,40
0,6.632891,0,86,"After Twilight, The Real Party Starts.",Lesbian Vampire Killers,5.3,124
0,1.717376,0,120,Welcome to the promised land.,Gangster's Paradise: Jerusalema,6.8,16
0,4.922397,0,99,,Freeze Frame,6.9,18
1000000,13.222268,0,92,They Were Searching For Proof.  They Found it.,Grave Encounters,6.1,381
100000,7.447714,95000,86,You'll die laughing...,Stitches,5.5,92
2000000,9.68793,0,98,It doesn't have to end this way,Nine Dead,5.2,84
2,0.050625,0,,,"To Be Frank, Sinatra at 100",0,0
2000000,5.941852,11833696,82,,Bananas,6.7,165
0,0.174311,0,103,Money for Life,Supercapitalist,3.5,2
0,0.361554,0,76,,Rockaway,5.8,2
2300000,8.055084,0,87,I told you... you know nothing about wickedness,The Lady from Shanghai,7.2,102
2000000,4.346271,0,88,,No Man's Land: The Rise of Reeker,4.4,27
14000000,3.419685,0,97,It started as a desperate escape and became the wildest ride of their lives,Highway,5.6,37
2000000,5.100741,0,96,,Small Apartments,5.7,50
0,2.253589,0,87,,Coffee Town,6.7,45
0,0.209475,0,106,They Sing! They Dance! They're Juvenile Delinquents from Outer Space!,The Ghastly Love of Johnny X,6.6,8
0,3.613577,0,107,All is busted. All is broke. All is bitter. All is BRIGHT.,All Is Bright,5.3,36
0,1.296784,0,85,UNBELIEVABLE! Until You See It With Your Own Eyes!,The Torture Chamber of Dr. Sadism,6.3,12
7000000,4.50829,0,88,,Straight A's,5.2,46
0,8.902102,0,99,Something for Everyone!,A Funny Thing Happened on the Way to the Forum,6.1,24
0,1.619635,0,102,,Slacker Uprising,5.9,10
0,1.002585,0,108,Justice was delieverd by the fastest gun.,The Legend of Hell's Gate: An American Conspiracy,3.9,8
0,1.332804,0,90,,The Walking Deceased,4.2,35
2000000,2.00163,0,89,High school can be murder.,The Curse of Downers Grove,4.4,24
2000000,1.187764,0,92,In this lake you have to fight to survive,Shark Lake,4.4,19
19000000,6.463806,0,99,The most controversial film you will see this year.,River's Edge,6.7,59
0,1.980265,0,103,,Northfork,6.7,24
1950000,3.696123,0,90,,The Marine 4: Moving Target,5.8,49
1987650,32.841229,19152480,94,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",Buried,6.6,827
0,8.518866,864659,97,A comedy that doesn't let principles stand in the way of progress.,Submarine,7.4,443
0,4.892203,0,88,What does it mean to risk your life for your ideals? How far will five revolutionaries go in defending their beliefs in the fight for their nation?,The Square,7.8,55
0,4.665026,0,95,,One to Another,5.8,12
0,1.294967,222000,160,India's First 3D Dance movie,ABCD (Any Body Can Dance),5.6,10
0,14.331992,2957978,94,1974. 1350 feet up. The artistic crime of the century.,Man on Wire,7.5,275
0,3.068463,0,82,,Abandoned,5.8,27
1900000,1.367751,0,89,,Brotherly Love,6.9,21
1800000,14.838986,67738090,87,Believe In Him.,The Last Exorcism,5.6,328
0,1.950959,0,98,As a boy all John Lennon needed was love.,Nowhere Boy,7.2,244
1800000,14.884756,8000000,125,"...Blanche, who wanted so much to stay a lady...",A Streetcar Named Desire,7.6,281
1800000,41.996783,9440272,95,The hot-line suspense comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1442
1800000,2.179428,0,118,Lead us not into temptation,The Crime of Padre Amaro,6.2,36
1800000,12.471239,21107746,93,I  gotta take care of mine.,Beasts of the Southern Wild,6.8,403
1700000,13.315383,8844595,93,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,Battle for the Planet of the Apes,5.5,215
0,3.363321,0,109,Fall under its spell..,Songcatcher,5.6,9
2000000,1.699101,841733,109,,Higher Ground,5.3,14
0,0.320387,0,155,Life is what u make it,Vaalu,6.7,5
0,0.692497,621951,87,"He's not selling out, he's buying in.",The Greatest Movie Ever Sold,6.4,88
0,0.023436,0,93,A family reunion with some minor complications.,Ed and His Dead Mother,5.5,12
0,0.749699,0,108,The bitter and the sweet of temporary things.,Travellers and Magicians,6.8,9
1800000,11.756943,6800000,114,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,Hang 'em High,6.7,192
0,0.225627,0,87,,Deadline - U.S.A.,6.9,17
0,6.833164,0,113,,Sublime,5.3,33
0,0.060127,0,87,,A Beginner's Guide to Snuff,0,0
1800000,1.959405,0,86,,Independence Daysaster,4.2,22
1800000,0.21544,0,101,There's a thin line between money and friends.,Dysfunctional Friends,5,4
1530000,27.36562,7267585,81,Every second of every day you're faced with a decision that can change your life.,Run Lola Run,7.2,664
